Title word,Count,Field,Type,Connotation
caused,2,causality,development / movement,context
fall,4,context,development / movement,context
far,5,context,development / movement,context
fast,6,context,development / movement,context
fell,4,context,development / movement,context
found,5,context,development / movement,context
gain,45,context,development / movement,context
geburt,1,context,development / movement,context
giving,9,context,development / movement,context
move,2,context,development / movement,context
driven,1,context,development / movement,context
effects,1,context,development / movement,context
commencement,1,context,development / movement,context
construction,1,context,development / movement,context
continuation / continue,6,context,development / movement,context
,,,,
creating,1,context,development / movement,context
enlarging,1,context,development / movement,context
enter(ed),5,context,development / movement,context
entstanden,1,context,development / movement,context
evade,1,context,development / movement,context
event(s),14,context,development / movement,context
advance,2,context,development / movement,context
aim,5,context,development / movement,context
alteration(s),3,context,development / movement,context
arising,1,context,development / movement,context
arrival / arrived,5,context,development / movement,context
,,,,
arrivées,1,context,development / movement,context
a(t)chievment,1,context,development / movement,context
aufgehalten,1,context,development / movement,context
ausgeführt,1,context,development / movement,context
boom,5,context,development / movement,context
broils,1,context,development / movement,context
break / broke,2,context,development / movement,context
decline,1,context,development / movement,context
disorders,2,context,(po,context
disturbance(s),8,context,(po,context
,,,,
do / done,3,context,development / movement,context
glückswechsel,1,context,development / movement,context
go / going / gone,59,context,development / movement,context
grow[ing] / growth,4,context,development / movement,context
,,,,
halten,3,context,development / movement,context
journey,1,context,development / movement,context
verlauff,1,context,development / movement,context
vorgangen,1,context,development / movement,context
vorkommen,1,context,development / movement,context
wade,2,context,development / movement,context
walk,1,context,development / movement,context
went,14,context,development / movement,context
wiederbringung,2,context,development / movement,context
wilts,1,context,development / movement,context
works,9,context,development / movement,context
pass(e)d / passing,5,context,development / movement,context
,,,,
become,2,development / movement,development / movement,context
begin(s) / begun,7,development / movement,development / movement,context
beginnen,1,development / movement,development / movement,context
zurück,1,context,direction,context
accommodate,1,context,div,neutral
accompanied,2,context,div,neutral
acknowledge,1,context,diverse,positive
act(s),137,context,diverse,neutral
add[ed/ing],36,context,diverse,neutral
,,,,
additions,1,context,diverse,neutral
charter,1,politics,document,context
ale,35,drink,item,context
gin,39,drink,item,context
currency,1,economy?,item,context
arts,6,context,item,context
air,12,nature,item,context
aires,2,nature,item,context
cron[e] / crohn,9,power,item,context
crown,7,power,item,context
,,,,
,,,,
abhorrence,1,context,q,negative
happy/iness,3,context,q,positive
,,,,
hoffen,1,context,q,positive
goods,2,economy,item,context
armaturen,2,military,equipment,context
bacon,1,context,name,context
heir(s),2,context,title,context
european,1,geography,identity,context
female,2,gender,identity,context
french,14,geography,identity,context
gallicae,1,geography,identity,context
gallienus,1,geography,identity,context
germaniam,1,geography,identity,context
irish,11,geography,identity,context
nordische,1,geography,identity,context
origin,11,?,q,context
american,10,geography,identity,context
americanis,1,geography,identity,context
christian,3,religion,identity,context
egyptian,1,geography,identity,context
engeländischer,1,geography,identity,context
engelsche,1,geography,identity,context
engl[ish/isch],70,geography,identity,context
englischen,4,geography,identity,context
english,12,geography,identity,context
genoese,1,geography,identity,context
hanoverian,1,geography,identity,context
hochdeutsche,1,geography,identity,context
indian,1,geography,identity,context
jewish,2,geography,identity,context
lateinischen,2,geography,identity,context
leydsch,1,geography,identity,context
münsterischen,2,geography,identity,context
osnabrügischen,2,geography,identity,context
spanish,2,geography,identity,context
wounded,2,physical,q,context
young,4,physical,q,context
younger,1,physical,q,context
youth,3,physical,q,context
braunschweigischen,1,geography,identity,context
british,15,geography,identity,context
brittannischer,1,geography,identity,context
augspurgischen,1,geography,identity,context
friedensinstrumente,1,context,information / communication,context
friedensschlüße,2,context,information / communication,context
friedenstractaten,1,context,information / communication,context
friedensvorschlägen,1,context,information / communication,context
peint,3,context,information / communication,context
plan[ned],4,context,information / communication,context
,,,,
plea,5,context,information / communication,context
portrait,2,context,information / communication,context
postal,1,context,information / communication,context
postscipt,1,context,information / communication,context
preface,3,context,information / communication,context
prefix[e]d,5,context,information / communication,context
,,,,
prejudices,2,context,information / communication,context
presented,4,context,information / communication,context
presumption,1,context,information / communication,context
,,,,
pretend[ed/ing] / pretence,6,context,information / communication,context
,,,,
print[ed/ing],44,context,information / communication,context
,,,,
,,,,
,,,,
proclamation(s) / proclaimed,162,context,information / communication,context
,,,,
evidence,1,context,information / communication,context
exemplified,1,context,information / communication,context
think[ing] / thoughts,4,context,information / communication,context
,,,,
tracts,3,context,information / communication,context
traduit,1,context,information / communication,context
transaction,3,context,information / communication,context
translated,2,context,information / communication,context
transmitted,1,context,information / communication,context
transmitting,1,context,information / communication,context
treatise,2,context,information / communication,context
treaty,7,context,information / communication,context
trial,19,context,inf,context
trials,5,context,inf,context
tryall,1,context,inf,context
tune,5,context,inf,context
übergesetzet,1,context,inf,context
überschicket,1,context,inf,context
übersetzet,2,context,inf,context
understanding,1,context,inf,context
unknown,1,context,inf,context
unnamed,1,context,inf,context
unpublished,1,context,inf,context
exchange,1,context,info,context
offer,26,context,infor,context
offerd,2,context,infor,context
offered,3,context,infor,context
offering,14,context,infor,context
flatteries,1,context,infor,context
forgery,1,context,infor,context
terms,2,context,information,context
testimony,1,context,information,context
texts,1,context,information,context
thanks,7,context,information,context
theatre,2,context,information,context
theatreroyal,1,context,information,context
theil/e,3,context,information,context
abstracts,1,context,information,neutral
account(s),27,context,information,neutral
accurate(ly),4,context,information,positive
accurater,1,context,information,positive
address(e)d,6,context,information,context
advertisements,4,context,information,context
advice,3,context,information,context
advised,1,context,information,context
essays,1,context,information,context
illustrated,1,context,information,context
illustrations,1,context,information,context
imprimée,1,context,information,context
index,2,context,information,context
indexes,1,context,information,context
verses,2,context,information,context
word(s),17,context,information,context
writing,1,context,information,context
written,12,context,information,context
würklichern,1,context,information,context
zeitungen,2,context,information,context
zensur,1,context,information,context
thanksgiving,6,religion,information,context
intention,1,context,information /,context
interest,10,context,information /,context
errors,1,context,information / communication,context
exhibited,1,context,information / communication,context
familiar,1,context,information / communication,context
fec[it],10,context,information / communication,context
files,1,context,information / communication,context
flag,1,context,information / communication,context
formula,1,context,information / communication,context
fortgesetzet,1,context,information / communication,context
gebete,1,religion,information / communication,context
gnugthuung,1,context,information / communication,context
menace,1,conflict,information / communication,context
considerations,1,context,information / communication,context
contain(e)d,1,context,information / communication,context
containing,17,context,information / communication,context
contains,2,context,information / communication,context
cover,23,context,information / communication,context
enlisting,1,context,information / communication,context
erwiesen,1,context,information / communication,context
essay,4,context,information / communication,context
ablesung,1,context,information / communication,neutral
abridgement,1,context,information / communication,context
accusations,1,context,information / communication,negative
accus(e)d,6,context,information / communication,negative
accuses,1,context,information / communication,negative
address(es),18,context,information / communication,context
affaire(s),5,context,information / communication,context
agreement,1,context,information / communication,context
aktenstücke,1,context,information / communication,context
alleged,1,context,information / communication,context
allegory,2,context,information / communication,context
amendment,1,context,information / communication,context
amusement,1,context,information / communication,context
analogy,1,context,information / communication,context
anecdotes,1,context,information / communication,context
angefügte,1,context,information / communication,context
angehangter,1,context,information / communication,context
anhang,1,context,information / communication,context
animadversions,1,context,information / communication,context
animosities,1,context,information / communication,context
annexed,1,context,information / communication,context
anordnung,1,context,information / communication,context
answer / ansvvere,8,context,information / communication,context
antwort,3,context,information / communication,context
apology,1,context,information / communication,context
apparent,1,context,information / communication,context
appeal,2,context,information / communication,context
appended,1,context,information / communication,context
appendix / appendices,4,context,information / communication,context
apply,1,context,information / communication,context
argued,1,context,information / communication,context
arguments,1,context,information / communication,context
article(s),11,context,information / communication,context
ascertaining,1,context,information / communication,context
asking,1,context,information / communication,context
aspersions,1,context,information / communication,context
assurances,1,context,information / communication,context
auction,1,context,information / communication,context
ausführlichen,2,context,information / communication,context
authentic,5,context,information / communication,context
authentick,2,context,information / communication,context
autobiography,5,context,information / communication,context
avowed,1,context,information / communication,context
ball,6,context,information / communication,context
ballad,5,context,information / communication,context
begebenheiten,2,context,information / communication,context
behaviour,3,context,information / communication,context
beruffung,2,context,information / communication,context
bestimmungen,1,context,information / communication,context
betr,4,context,information / communication,context
betreffen,1,context,information / communication,context
beweggründe,1,context,information / communication,context
beweis,1,context,information / communication,context
bewogen,2,context,information / communication,context
beygefügten,1,context,information / communication,context
beylagen,1,context,information / communication,context
brieffes,1,context,information / communication,context
capiat,1,context,information / communication,context
clatlicks,1,context,information / communication,context
commanded,2,context,information / communication,context
commanding,3,context,information / communication,context
commentariorum,1,context,information / communication,context
commit,10,context,information / communication,context
commitment,1,context,information / communication,context
committed,5,context,information / communication,context
compendious,1,context,information / communication,context
compendium,2,context,information / communication,context
compiled,2,context,information / communication,context
complaints,2,context,information / communication,context
confeßion,1,context,information / communication,context
conference,2,context,information / communication,context
conferences,1,context,information / communication,context
confession,2,context,information / communication,context
congratulating,1,context,information / communication,context
congratulatory,1,context,information / communication,context
congress,9,context,information / communication,context
congressus,1,context,information / communication,context
connu,1,context,information / communication,context
conseil,2,context,information / communication,context
consent,4,context,information / communication,context
consented,1,context,information / communication,context
consideration,7,context,information / communication,context
considerd,1,context,information / communication,context
considered,2,context,information / communication,context
conspirationen,1,context,information / communication,context
consulte,1,context,information / communication,context
conversation,1,context,information / communication,context
conversing,1,context,information / communication,context
cooperate,1,context,information / communication,context
copey,1,context,information / communication,context
copyright,1,context,information / communication,context
counseiller,1,context,information / communication,context
counsel,2,context,information / communication,context
cries,2,context,information / communication,context
curieusen,2,context,information / communication,context
curieuser,1,context,information / communication,context
curiöse,1,context,information / communication,context
curiosity,1,context,information / communication,context
curious,4,context,information / communication,context
debates,4,context,information / communication,context
deception,1,context,information / communication,context
decision,1,context,information / communication,context
declaration,20,context,information / communication,context
déclaration,1,context,information / communication,context
declarations,2,context,information / communication,context
declare,4,context,information / communication,context
declared,3,context,information / communication,context
declaring,1,context,information / communication,context
degree,2,context,information / communication,context
demonstrate(s),1,context,information / communication,context
denoting,1,context,information / communication,context
denunced,3,context,information / communication,context
depicted,1,context,information / communication,context
deposition,4,context,information / communication,context
depreciation,1,context,information / communication,context
describing,1,context,information / communication,context
description,2,context,information / communication,context
designs,1,context,information / communication,context
desire,3,context,information / communication,context
desired,1,context,information / communication,context
determined,2,context,information / communication,context
devised,3,context,information / communication,context
dialogue,3,context,information / communication,context
dialogues,1,context,information / communication,context
dictates,1,context,information / communication,context
dictionary,1,context,information / communication,context
discourse,3,context,information / communication,context
discourses,2,context,information / communication,context
discover,22,context,information / communication,context
discoverd,2,context,information / communication,context
discovered,1,context,information / communication,context
discovering,17,context,information / communication,context
discovery,1,context,information / communication,context
discuss,1,context,information / communication,context
disguise,1,context,information / communication,context
disingenuity,1,context,information / communication,context
displays,1,context,information / communication,context
dispositions,1,context,information / communication,context
disputes,1,context,information / communication,context
distraction,3,context,information / communication,context
distributor,2,context,information / communication,context
diverting,1,context,information / communication,context
documents,1,context,information / communication,context
doubts,1,context,information / communication,context
drama,2,context,information / communication,context
dramatick,1,context,information / communication,context
drawn,4,context,information / communication,context
écrite,1,context,information / communication,context
ecrites,1,context,information / communication,context
edict,1,context,information / communication,context
education,1,context,information / communication,context
eingeschoben,1,context,information / communication,context
encloses,2,context,information / communication,context
enclosing,3,context,information / communication,context
encouragement,2,context,information / communication,context
encouraging,1,context,information / communication,context
engage,4,context,information / communication,context
engaged,1,context,information / communication,context
engaging,1,context,information / communication,context
engraving(s),10,context,information / communication,context
enquiry,1,context,information / communication,context
entertainment,1,context,information / communication,context
enthalten,1,context,information / communication,context
entitld,1,context,information / communication,context
entitled,5,context,information / communication,context
entituled,2,context,information / communication,context
epistles,1,context,information / communication,context
erleuterung,1,context,information / communication,context
etching,4,context,information / communication,context
examination,5,context,information / communication,context
examinations,1,context,information / communication,context
example,2,context,information / communication,context
examples,1,context,information / communication,context
explaind,1,context,information / communication,context
explained,1,context,information / communication,context
explaining,3,context,information / communication,context
explanatory,1,context,information / communication,context
express,4,context,information / communication,context
expressed,2,context,information / communication,context
extract,4,context,information / communication,context
extracted,1,context,information / communication,context
extracts,1,context,information / communication,context
fact,9,context,information / communication,context
factious,1,context,information / communication,context
facts,3,context,information / communication,context
faithfully,1,context,information / communication,context
false,2,context,information / communication,context
festivals,1,context,information / communication,context
foment,2,context,information / communication,context
fomented,1,context,information / communication,context
forbidden,1,context,information / communication,context
forbidding,13,context,information / communication,context
foretelling,1,context,information / communication,context
forgotten,1,context,information / communication,context
fragen,2,context,information / communication,context
fürstellend,1,context,information / communication,context
gedruckt,1,context,information / communication,context
gegenfragen,1,context,information / communication,context
genanten,1,context,information / communication,context
gesendet,1,context,information / communication,context
gewissen,1,context,information / communication,context
glückwunsch,2,context,information / communication,context
grammar,1,context,information / communication,context
gratulationen,1,context,information / communication,context
gravé,2,context,information / communication,context
greeting,3,context,information / communication,context
grievances,2,context,information / communication,context
hand,12,context,information / communication,context
handbills,1,context,information / communication,context
hear / heard / hearers,8,context,information / communication,context
herausgegeben,1,context,information / communication,context
inflict,1,context,information / communication,context
information,9,context,information / communication,context
informations,1,context,information / communication,context
inquest,1,context,information / communication,context
inquiry,1,context,information / communication,context
insignium,1,context,information / communication,context
inspection,1,context,information / communication,context
instruction,2,context,information / communication,context
instructions,1,context,information / communication,context
instruktion,1,context,information / communication,context
insult,1,context,information / communication,context
intelligence,6,context,information / communication,context
intimation,1,context,information / communication,context
introduce,4,context,information / communication,context
introduction,2,context,information / communication,context
introductory,1,context,information / communication,context
involvement,1,context,information / communication,context
journal,9,context,information / communication,context
journals,1,context,information / communication,context
keep,1,context,information / communication,context
kept,1,context,information / communication,context
konzept,2,context,information / communication,context
l'advis,1,context,information / communication,context
levied,1,context,information / communication,context
levy,1,context,information / communication,context
lit,38,context,information / communication,context
looks,1,context,information / communication,context
lullaby,1,context,information / communication,context
maßregeln,1,context,information / communication,context
matiÃ¨re,1,context,information / communication,context
matters,2,context,information / communication,context
measures,2,context,information / communication,context
meet,8,context,information / communication,context
mentioned,1,context,information / communication,context
merckwürdigkeiten,1,context,information / communication,context
message,2,context,information / communication,context
met,7,context,information / communication,context
minutes,3,context,information / communication,context
mistaken,1,context,information / communication,context
monita,1,context,information / communication,context
monument,1,context,information / communication,context
mourning,1,context,information / communication,context
museum,2,context,information / communication,context
musical,2,context,information / communication,context
mutter,1,context,information / communication,context
nachdencklich,1,context,information / communication,context
nachricht,2,context,information / communication,context
nachrichten,1,context,information / communication,context
name,9,context,information / communication,context
named,4,context,information / communication,context
names,4,context,information / communication,context
narrative,6,context,information / communication,context
news,5,context,information / communication,context
newspapers,3,context,information / communication,context
nom,4,context,information / communication,context
nominated,2,context,information / communication,context
note,3,context,information / communication,context
notes,2,context,information / communication,context
notice,3,context,information / communication,context
notion,1,context,information / communication,context
notis,1,context,information / communication,context
oath,6,context,information / communication,context
oaths,3,context,information / communication,context
obscuring,1,context,information / communication,context
observations,6,context,information / communication,context
observd,1,context,information / communication,context
ode,16,context,information / communication,context
offenbahret,1,context,information / communication,context
opera,2,context,information / communication,context
oracle,1,context,information / communication,context
oraison,2,context,information / communication,context
order,30,context,information / communication,context
order,24,context,information / communication,context
ordered,2,context,information / communication,context
ordering,1,context,information / communication,context
orders,7,context,information / communication,context
ordre,1,context,information / communication,context
outlining,1,context,information / communication,context
painting,3,context,information / communication,context
paintings,2,context,information / communication,context
pamphelet,1,context,information / communication,context
pamphlet,4,context,information / communication,context
panegirick,1,context,information / communication,context
paper,16,context,information / communication,context
papers,12,context,information / communication,context
parable,1,context,information / communication,context
pardon,10,context,information / communication,context
parlaments,3,context,information / communication,context
parlanti,1,context,information / communication,context
parlement,3,context,information / communication,context
parlements,1,context,information / communication,context
parliament,57,context,information / communication,context
parliamentary,1,context,information / communication,context
parliaments,1,context,information / communication,context
passages,2,context,information / communication,context
perform,3,context,information / communication,context
performed,1,context,information / communication,context
performing,1,context,information / communication,context
permission,1,context,information / communication,context
permit,1,context,information / communication,context
petition,9,context,information / communication,context
petitions,2,context,information / communication,context
picture,2,context,information / communication,context
pictures,1,context,information / communication,context
pilgrimage,1,context,information / communication,context
plot,6,context,information / communication,context
plotting,1,context,information / communication,context
poème,1,context,information / communication,context
poem,8,context,information / communication,context
poems,1,context,information / communication,context
poetry,1,context,information / communication,context
pointing,2,context,information / communication,context
points,1,context,information / communication,context
poll,1,context,information / communication,context
verbatim,1,context,information / communication,context
vermeynten,1,context,information / communication,context
verse,5,context,information / communication,context
view(s),7,context,information / communication,context
register,1,context,information / communication,context
remarks,1,context,information / communication,context
voice,10,context,information / communication,context
voir,1,context,information / communication,context
vol[ume],30,context,information / communication,context
vols,1,context,information / communication,context
volumes,7,context,information / communication,context
vorwürffe,1,context,information / communication,context
vote,5,context,information / communication,context
voted,2,context,information / communication,context
votes,1,context,information / communication,context
vow,5,context,information / communication,context
vowel,1,context,information / communication,context
vox,5,context,information / communication,context
vues,1,context,information / communication,context
wait,1,context,information / communication,context
warning,3,context,information / communication,context
warrant(s),3,context,information / communication,context
wish,4,context,information / communication,context
wishing,1,context,information / communication,context
copia,2,inf,information / communication,context
copie,2,inf,information / communication,context
copies,1,inf,information / communication,context
copy,7,inf,information / communication,context
beantwortung,1,information / communication,information / communication,context
believed,1,information / communication,information / communication,context
berichte,1,information / communication,information / communication,context
beschreibung,1,information / communication,information / communication,context
beschrieben,5,information / communication,information / communication,context
broadside,1,information / communication,information / communication,context
call'd,3,information / communication,information / communication,context
called,18,information / communication,information / communication,context
calling,1,information / communication,information / communication,context
command,23,information / communication,information / communication,context
correspondence,9,information / communication,information / communication,context
corresponding,1,information / communication,information / communication,context
know,4,information / communication,information / communication,context
libel(s),12,information / communication,information / communication,context
libri / librorum,2,information / communication,information / communication,context
licenses,1,information / communication,information / communication,context
literarum,1,information / communication,information / communication,context
literature,1,information / communication,information / communication,context
lying,1,information / communication,information / communication,context
manuscript,1,information / communication,information / communication,context
map,2,information / communication,information / communication,context
meditatio,1,information / communication,information / communication,context
memoirs,2,information / communication,information / communication,context
memoranda,1,information / communication,information / communication,context
memorial,8,information / communication,information / communication,context
memorials,2,information / communication,information / communication,context
memorie,1,information / communication,information / communication,context
memory,3,information / communication,information / communication,context
bildnis,2,information / communication,information / communication,context
book(s),10,information / communication,information / communication,context
chapbook,1,information / communication,information / communication,context
chronicles,1,information / communication,information / communication,neutral
catalogue,2,information / communication,information / communication,context
catalogues,1,information / communication,information / communication,context
catalogus,1,information / communication,information / communication,context
circulaire,1,information / communication,information / communication,context
kopie,2,information / communication,information / communication,context
korrespondenzen,1,information / communication,information / communication,context
lamentation,1,information / communication,information / communication,context
language,2,information / communication,information / communication,context
languages,1,information / communication,information / communication,context
lens,1,information / communication,information / communication,context
letter(s),63,information / communication,information / communication,context
lettre,3,information / communication,information / communication,context
lie,33,information / communication,information / communication,context
lists,5,information / communication,information / communication,context
original,1,information / communication,information / communication,context
manifestes,1,information / communication,information / communication,context
medals,1,military,information / communication,context
kriegsbegebenheiten,1,military,information / communication,context
kriegsgeschichte,2,military,information / communication,context
meeting,6,politics,information / communication,context
begreiffend,2,relation / posession,information / communication,context
sermon(s),15,religion,information / communication,context
bible,2,religion,information / communication,context
hymn(s),4,religion,information / communication,context
bücher,1,,information / communication,context
popery,2,context,inst,context
throne,2,context,inst,context
treasury,3,context,inst,context
troops,2,context,inst,context
truppen,1,context,inst,context
industry,1,context,institution,context
neighbourhood,1,context,institution,context
office,16,context,institution,context
orden,4,context,institution,context
parish,3,context,institution,context
parish church,2,context,institution,context
patronage(s),3,context,institution,context
privy,4,context,institution,context
establishment,1,context,institution,context
fleet,4,context,institution,context
academies,1,context,institution,neutral
administration,1,context,institution,context
archive,1,context,institution,context
assize(s),5,context,institution,context
board,5,context,institution,context
body,3,context,institution,context
council,29,context,institution,context
cour,24,context,institution,context
court,17,context,institution,context
courts,1,context,institution,context
église,2,context,institution,context
empire,1,context,institution,context
government,10,context,institution,context
greatmasterhoushold,1,context,institution,context
greatseal,1,context,institution,context
league,1,context,institution,context
livery,3,context,institution,context
magistracy,1,context,institution,context
paroisse,1,context,institution,context
university,2,context,institution,context
workhouse,1,context,institution,context
workshop,1,context,institution,context
bank,3,economy,institution,context
bar,18,law,institution,context
assizes,1,law,institution,context
bench,6,law,institution,context
conventicles,3,religion,institution,context
archdiocese,1,religion,institution,context
church,17,religion,institution,context
churches,1,religion,institution,context
nations,3,context,institutions,context
judiciary,1,law,instution,context
landforces,1,military,instution,context
accessary,1,context,item,context
glas window,1,context,item,context
glover,2,context,item,context
pikes,3,context,item,context
pipe,1,context,item,context
popgun,1,context,item,context
guineas,2,commerce,item,context
blockade,1,conflict,item,context
constitution(s),10,context,item,context
credit,3,context,item,context
excise,2,context,item,context
tree,9,context,item,context
architecture,1,context,item,context
ash,9,context,item,context
benefit,1,context,item,context
blinds,1,context,item,context
care(???),22,context,item,context
chapter,1,context,item,context
clothing,1,context,item,context
coat,1,context,item,context
corner,1,context,item,context
couch,2,context,item,context
cuff,1,context,item,context
custom,4,context,item,context
customs,2,context,item,context
dress,20,context,item,context
elmboard,1,context,item,context
maintenance,3,context,item,context
money,7,context,item,context
waffen,1,context,item,context
wall,7,context,item,context
wind,6,context,item,context
windows,1,context,item,context
wine,1,context,item,context
wood,2,context,item,context
coffin,1,death / burial,item,context
budget,1,economy?,item,context
barrel,1,food / drink,item,context
beer,1,food / drink,item,context
coffee,6,food / drink,item,context
curry,1,food / drink,item,context
d'acres,2,geography,item,context
blood,3,human life / body,item,context
bill(s),20,law,item,context
armes,2,military,item,context
batiments,1,military,item,context
battery,2,military,item,context
ammunition,2,military,item,context
carriage,1,tansport,item,context
chariot,2,transport,item,context
chains,1,conflict / violence,item / idea,context
class,1,context,item / idea,context
cloke (cloak),1,context,item / idea,context
collection,15,context,item / idea,context
combination,1,context,item / idea,context
comedy,1,context,item / idea,context
commonwealth,1,context,item / idea,context
lands,11,context,item / idea,context
light,1,context,item / idea,context
limits,1,context,item / idea,context
line,6,context,item / idea,context
list,11,context,item / idea,context
manner(s),9,context,item / idea,context
peace,14,context,item / idea,context
cause(s),15,development / movement,item / idea,context
circumstances,3,development / movement,item / idea,context
lehre,1,education?,item / idea,context
lane,6,geographic,item / idea,context
latrines,1,human life / body,item / idea,context
lebenslauf,1,human life / body,item / idea,context
legs,2,human life / body,item / idea,context
life,8,human life / body,item / idea,context
love,9,human life / body,item / idea,context
law,27,law,item / idea,context
lawful,6,law,item / idea,context
lawfulness,1,law,item / idea,context
laws,10,law,item / idea,context
lex,9,law,item / idea,context
canon,1,military,item / idea,context
legislation,2,politics,item / idea,context
legislature,1,politics,item / idea,context
legitimation,1,politics,item / idea,context
invalidité,1,politics,item / idea,context
length,1,relation / posession,item / idea,context
candles,1,religion,item / idea,context
indulgences,1,context,items,context
case,10,context,legal entity,context
cases,2,context,legal entity,context
clause,2,context,legal entity,context
flanders,1,context,lo,context
ground,4,context,lo,context
grounds,3,context,lo,context
place,12,context,loc,context
places,3,context,loc,context
port,38,context,loc,context
ports,4,context,loc,context
princeton,1,context,loc,context
ford,15,context,loc,context
fran(c)kreich(s),6,context,loc,context
turin,1,context,loc,context
turkey,1,context,loc,context
turnpikes,2,context,loc,context
pacifick,1,context,loca,context
forest,2,context,location,context
france,16,context,location,context
miles,1,context,location,context
netherbow,1,context,location,context
netherlands,2,context,location,context
nordamerica,1,context,location,context
north,6,context,location,context
escosse,1,context,location,context
essex,9,context,location,context
estate(s),8,context,location,context
field(s),10,context,location,context
floor,1,context,location,context
garden,2,context,location,context
germany,1,context,location,context
ireland(s),54,context,location,context
tavern,1,context,location,context
territories,1,context,location,context
burg,35,building,location / institution,context
aldersgate,1,context,location / institution,context
america,29,context,location / institution,context
angliae,1,context,location / institution,context
area,2,context,location / institution,context
armach / armagh,3,context,location / institution,context
auspurghe,1,context,location / institution,context
away,5,context,location / institution,context
baillie,1,context,location / institution,context
chappel,1,context,location / institution,context
cleveland,1,context,location / institution,context
clifton,2,context,location / institution,context
cornhill,1,context,location / institution,context
cornwall,1,context,location / institution,context
councilchamber,1,context,location / institution,context
counties,4,context,location / institution,context
countries,1,context,location / institution,context
country,13,context,location / institution,context
county,20,context,location / institution,context
coventgarden,1,context,location / institution,context
coventry,1,context,location / institution,context
culloden,1,context,location / institution,context
custom house,1,context,location / institution,context
d'angleterre,3,context,location / institution,context
d'écosse,1,context,location / institution,context
deutschland,2,context,location / institution,context
districts,1,context,location / institution,context
dominions,1,context,location / institution,context
dublin,9,context,location / institution,context
dwellinghouse,1,context,location / institution,context
edinburgh,27,context,location / institution,context
engelland,20,context,location / institution,context
england,53,context,location / institution,context
europa,5,context,location / institution,context
faneuilhall,1,context,location / institution,context
fleetstreet,1,context,location / institution,context
genoa,2,context,location / institution,context
glasgow,3,context,location / institution,context
glenco,2,context,location / institution,context
glencoe,1,context,location / institution,context
glenyla,1,context,location / institution,context
grandbretagne,1,context,location / institution,context
grandinsula,2,context,location / institution,context
greatbritain,4,context,location / institution,context
groÃŸbritannien,1,context,location / institution,context
grossbritannien,2,context,location / institution,context
grossbrittannien,2,context,location / institution,context
grosvenorstreet,1,context,location / institution,context
haag,2,context,location / institution,context
hamburgh,1,context,location / institution,context
hampshire,3,context,location / institution,context
hampton,1,context,location / institution,context
hann[over],8,context,location / institution,context
hannovre,1,context,location / institution,context
hanover,2,context,location / institution,context
harbour,1,context,location / institution,context
haymarket,1,context,location / institution,context
hedges,1,context,location / institution,context
hereford,2,context,location / institution,context
highland,6,context,location / institution,context
highlands,2,context,location / institution,context
highway,2,context,location / institution,context
hill(s),2,context,location / institution,context
hochstet,1,context,location / institution,context
hollands,1,context,location / institution,context
hotel,1,context,location / institution,context
houstoun,1,context,location / institution,context
inland,1,context,location / institution,context
inn,10,context,location / institution,context
irrland,3,context,location / institution,context
island,2,context,location / institution,context
isles,1,context,location / institution,context
italy,3,context,location / institution,context
jericho,1,context,location / institution,context
killicranky,1,context,location / institution,context
ledbury,1,context,location / institution,context
liege,1,context,location / institution,context
lieu,18,context,location / institution,context
lorrain,1,context,location / institution,context
manor,1,context,location / institution,context
margate,1,context,location / institution,context
middlesex,3,context,location / institution,context
minorca,1,context,location / institution,context
mississippi,1,context,location / institution,context
newcastle,10,context,location / institution,context
newengland,1,context,location / institution,context
newgate,3,context,location / institution,context
newjersey,1,context,location / institution,context
newry,1,context,location / institution,context
newyork,3,context,location / institution,context
niederlande,1,context,location / institution,context
norfolk,1,context,location / institution,context
northumberland,1,context,location / institution,context
nottingham,2,context,location / institution,context
nottinghamshire,1,context,location / institution,context
outhouse,1,context,location / institution,context
oxford,6,context,location / institution,context
palatine,1,context,location / institution,context
pallmall,1,context,location / institution,context
paris,6,context,location / institution,context
peninsula,1,context,location / institution,context
pennsylvania,3,context,location / institution,context
peterloo,1,context,location / institution,context
philadelphia,6,context,location / institution,context
poland,1,context,location / institution,context
pontchartrain,2,context,location / institution,context
portsmouth,1,context,location / institution,context
portugal,1,context,location / institution,context
preußen / preusen,2,context,location / institution,context
rhode,1,context,location / institution,context
saintgermainenlaye,1,context,location / institution,context
salisbury,2,context,location / institution,context
salisburycourt,1,context,location / institution,context
saltram,1,context,location / institution,context
sheffield,1,context,location / institution,context
sherfield,1,context,location / institution,context
shire,9,context,location / institution,context
smithfield,1,context,location / institution,context
somerset,1,context,location / institution,context
sorbonne,1,context,location / institution,context
southsea,1,context,location / institution,context
southwark,4,context,location / institution,context
southwest,1,context,location / institution,context
spanien,3,context,location / institution,context
spaniens,1,context,location / institution,context
spanishcoffeehouse,1,context,location / institution,context
stÃ¤dte,1,context,location / institution,context
staat,10,context,location / institution,context
staaten,3,context,location / institution,context
storehouse,1,context,location / institution,context
suffolk,1,context,location / institution,context
sussex,2,context,location / institution,context
sutton,1,context,location / institution,context
svecia,1,context,location / institution,context
twickenham,1,context,location / institution,context
tyburn,1,context,location / institution,context
venice,1,context,location / institution,context
versailles,1,context,location / institution,context
virginia,3,context,location / institution,context
virginie,1,context,location / institution,context
