"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"J9V4W3RP","book","2009","Gibson, William","James II and the trial of the seven bishops","","0-230-23378-3","","","","","2009","2019-07-23 10:02:15","2020-06-03 15:33:34","","","x, 251 p.","","","","","James II","","","","","Palgrave Macmillan","Basingstoke","English","","","Copac","","Copac","","","","","","James II, King of England, 1633-1701 -- Trials, litigation, etc.; James, king of Great Britain II.; Ken, Thomas, 1637-1711.; Lake, John, 1624-1689.; Lloyd, William, 1627-1717.; Sancroft, William, 1617-1693.; Trelawny, Jonathan, Sir, 1650-1721.; Turner, Francis, 1638?-1700.; White, Thomas, 1628-1698.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9W5SHFGP","book","1620","Anon.","An ansvvere to the question: vvhether the Emperour that now is, can bee iudge in the Bohemian controuersie or no? : Together with the extract taken out of the acts of the Dyet at Auspurghe, in the yeare 1584: concerning the kingdome of Bohemia.","","","","","","","1620","2019-07-23 10:02:15","2020-06-03 15:33:34","","","[24] p","","","","","Ansvvere to the question","","","","","W. Jones or W. Stansby]","[London","English","","","Copac","","Jisc","","00000","","","","Bohemia (Czechoslovakia) -- History -- 1526- -- Early works to 1800.; Ferdinand II, Holy Roman Emperor 1578-1637.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HNIFRY2F","book","2007","McElligott, Jason","Royalism, print and censorship in revolutionary England","","1843833239 (acid-free paper)","","","","","2007","2019-07-23 10:02:15","2020-06-03 15:33:34","","","x, 274 p. : ill. ; 24 cm.","","","","","Royalsim, print and censorship","","","","","Boydell Press","Woodbridge","English","","","Copac","","Copac","","","","","","1642-1649; Absolutism; Burgeroorlogen; Censorship; Censuur; Civil War; Commonwealth; Cromwell; Engeland; England; Great Britain; History; newspaper publishing; Polemieken; printing; Propaganda; Protectorate","","MyiLibrary.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y7FWXVEA","book","1686","Pufendorf, Samuel von","Samuelis Pufendorfii Commentariorum de Rebus Suecicis: libri XXVI ab expeditione Gustavi Adolfi Regis in Germaniam ad abdicationem usque Christinae","","","","","","","1686","2019-07-23 10:02:15","2020-06-03 15:33:34","","","24","","","","","Samuelis Pufendorfii Commentariorum de Rebus Suecicis","","","","","Johannem Ribbium","Ultrajecti","","","","","","Library Catalog - cbsopac.rz.uni-frankfurt.de","","00001","","C:\Users\mobarget\Zotero\storage\7XSUSVQH\PPNSET.html; ","http://cbsopac.rz.uni-frankfurt.de/DB=2.1/PPNSET?PPN=293077975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2B3QWF2F","bookSection","2014","Riotte, Torsten","George III: A Monarch and His Time","Als die Royals aus Hannover kamen. The Hanoverians on Britain's Throne 1714-1837","","","","","","2014","2019-07-23 10:02:15","2020-06-03 15:33:34","","126-145","","","","","","George III","","","","","Niedersächsisches Landesmuseum Hannover","Hannover","","","","","","","","00000","","","","","","Lembke, Katja; Vogel, Christian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DUTT2JQ9","book","1987","Harris, Tim","London crowds in the reign of Charles II : Propaganda and politics from the Restoration until the exclusion crisis","","0-521-39845-2","","","","","1987","2019-07-23 10:02:15","2020-06-03 15:33:34","","","xiv, 264 p. : map ; 23 cm. (pbk)","","","","","London crowds","","","","","Cambridge University Press","Cambridge","English","","","","","Jisc","","00003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAXTQ3X6","book","1688","Pufendorf, Samuel von","Die Schwedisch- und deutsche Kriegsgeschichte von König Gustav Adolfs Feldzuge in Deutschland an, biß zur Abdanckung der Königin Christina: darinn zugleich beschrieben wird, was die Cron Schweden selbige Zeit über mit andern Staaten von Europa zu thun gehabt, nebst dem Osnabrügischen und Münsterischen Friedensschluße ... Aus dem Lateinischen in die hochdeutsche Sprache übersetzet","","","","","","","1688","2019-07-23 10:02:15","2020-06-03 15:33:34","","","678","","","","","Die Schwedisch- und deutsche Kriegsgeschichte von König Gustav Adolfs Feldzuge in Deutschland an, biß zur Abdanckung der Königin Christina","","","","","Johann Friedrich Gleditsch","Frankfurt am Main/Leipzig","de","","","","","Google Books","","00000","","","https://books.google.ie/books?id=X9KaYgEACAAJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"378WNSCB","book","2006","Pincus, Steven C. A.","England's glorious revolution, 1688-1689: a brief history with documents","","0312167148 (pbk)","","","","","2006","2019-07-23 10:02:15","2020-06-03 15:33:34","","","xiv, 185 p. ; 21 cm.","","","","","England's glorious revolution","","","","","Bedford/St. Martin's","Boston, MA","English","","","","","Copa","","","","","","Great Britain -- History -- James II, 1685-1688 -- Sources.; Great Britain -- History -- Revolution of 1688 -- Sources.; Great Britain -- History -- William and Mary, 1689-1702 -- Sources.; Great Britain -- Politics and government -- 1660-1688 -- Sources.; Great Britain -- Politics and government -- 1660-1714 -- Sources.; Great Britain -- Politics and government -- 1689-1702 -- Sources.; Great Britain -- Social life and customs -- 17th century -- Sources.","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FKZLS8VE","book","2013","Sowerby, Scott Andrew","Making toleration: the repealers and the Glorious Revolution","","9780674073098 (hbk.)","","","","","2013","2019-07-23 10:02:15","2020-06-03 15:33:34","","","vii, 404 pages : maps (black and white) ; 25 cm.","","","","","Making toleration","","","","","Harvard University Press","Cambridge, MA","English","","","Copac","","Jisc","","00000","","","","England; Great Britain -- History -- James II, 1685-1688.; Great Britain -- History -- Revolution of 1688.; Great Britain -- Politics and government -- 1660-1714.; History; James II, King of England 1633-1701.; James II, King of England.; Religion and politics -- Great Britain -- History -- 17th century.; Religion and state -- England -- History -- 17th century.; Religion.; Religious tolerance -- England -- History -- 17th century.; Religious toleration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XV2MTY3U","journalArticle","1981","Shapin, Steven","Of Gods and Kings: Natural Philosophy and Politics in the Leibniz-Clarke Disputes","Isis","","0021-1753","","","","1981","2019-07-23 10:02:15","2020-06-03 15:33:34","2016-02-27 20:37:02","187-215","","2","72","","Isis","Of Gods and Kings","","","","","","","","","","","","JSTOR","","00089","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D2ZYAZR2","journalArticle","2009","Strickland, Lloyd","The Philosophy of Sophie, Electress of Hanover","Hypatia","","0887-5367","","","In philosophical circles, Electress Sophie of Hanover (1630-1714) is known mainly as the friend, patron, and correspondent of Leibniz. While many scholars acknowledge Sophie's interest in philosophy, some also claim that Sophie dabbled in philosophy herself, but did not do so either seriously or competently. In this paper I show that such a view is incorrect, and that Sophie did make interesting philosophical contributions of her own, principally concerning the nature of mind and thought.","2009","2019-07-23 10:02:15","2020-06-03 15:33:34","2016-02-27 20:57:07","186-204","","2","24","","Hypatia","","","","","","","","","","","","","JSTOR","","00002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W7E7ZJNZ","book","2009","Wigelsworth, JEFFREY R.","Deism in Enlightenment England: Theology, politics, and Newtonian public science","","978-0-7190-7872-9","","","","This is the first complete study of English deists as a group in several decades and it argues for a new interpretation of deism in the English Enlightenment. While there have been many recent studies of the deist John Toland, the writings of other contemporary deists have been forgotten. With extensive analysis of lesser known figures such as Anthony Collins, Matthew Tindal, Thomas Chub, and Thomas Morgan, in addition to unique insights into Toland, *Deism in Enlightenment England * offers a much broader assessment of what deism entailed in the eighteenth century. Readers will see how previous interpretations of English deists, which place these figures on an irreligious trajectory leading towards modernity, need to be revised. This book uses deists to address a number of topics and themes and theme in English history and will be of particular interest to scholars of Enlightenment history, history of science, theology and politics, and the early modern era.","2009","2019-07-23 10:02:15","2020-06-03 15:33:34","2016-02-27 20:56:12","","","","","","","Deism in Enlightenment England","","","","","Manchester University Press","Manchester","","","","","","JSTOR","","00015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YTE3THCL","book","2003","Jackson, Clare","Restoration Scotland, 1660-1690: royalist politics, religion and ideas","","0851159303 (cloth)","","","","","2003","2019-07-23 10:02:15","2020-06-03 15:33:34","","","ix, 258 p. ; 25 cm.","","","","","Restoration Scotland","","","","","Boydell Press","Woodbridge","English","","","Copac","","Copac","","","","","","4.240.; Écosse -- Histoire -- 1660-1688.; Écosse -- Histoire religieuse -- 17e siècle.; Écosse -- Politique et gouvernement -- 1660-1688.; Politieke situatie.; Restauratie (geschiedenis); Scotland -- 1660 -- 688.; Scotland -- 17th century.; Scotland -- Church history -- 17th century.; Scotland -- History -- 1660-1688.; Scotland -- Politics and government -- 1660-1688.","","MyiLibrary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UJHCZVIY","book","2007","Tapsell, Grant. [Main author]","The personal rule of Charles II, 1681-85 [electronic resource]","","1-84615-580-0","","","","","2007","2019-07-23 10:02:15","2020-06-03 15:33:34","","","xiii, 235 p.","","","","","Personal rule","","","","","Boydell Press","Woodbridge","English","","","Copac","","Copac","","","","","","Charles II, King of England, 1630-1685 -- Political activity.; Charles II, King of England, 1630-1685 -- Studies.; Charles II, King of Great Britain and Ireland -- Studies.; Great Britain -- History -- Charles II, 1660-1685.; Great Britain -- Politics and government -- 1660-1688.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QIMK6V97","thesis","1995","Jackson, Janet Clare Louise","Absolutist political theory in restoration Scotland: Sir George Mackenzie of Rosehaugh's Jus Regium (1684)","","","","","","","1995","2019-07-23 10:02:15","2020-06-03 15:33:34","","","","","","","","Absolutist political theory","","","","","University of Wales??","Aberystwyth","English","","PhD thesis","Copac","","Copac","","","","","","History and Welsh History","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D44JN6LB","book","1701","Pudsey, William","The Constitution and Laws of England Consider'd","","","","","","","1701","2019-07-23 10:02:15","2020-06-03 15:33:34","","","332","","","","","","","","","","Tim. Goodwin","London","en","","","","","Google Books","","Google-Books-ID: E9FCAQAAMAAJ","","; C:\Users\mobarget\Zotero\storage\7QNKUA7U\retrieve.html","https://books.google.ie/books?id=E9FCAQAAMAAJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S2G6MQY2","journalArticle","1973","Gough, J. W.","The Political Writings of Leibniz","The English Historical Review","","0013-8266","","","","1973","2019-07-23 10:02:15","2020-06-03 15:33:34","2016-02-27 20:39:01","440-441","","347","88","","The English Historical Review","Political Writings","","","","","","","","","","","","JSTOR","","http://www.jstor.org/stable/564351","","","","","","","","","","","","","","","","","","","","Riley, Patrick; Leibniz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YZTSJUCE","book","1688","Pufendorf, Samuel von","Herrn Samuel von Pufendorf Sechs und Zwantzig Bücher Der Schwedisch- und Deutschen Kriegs-Geschichte: Von König Gustav Adolfs Feldzuge in Deutschland an, biß zur Abdanckung der Königin Christina : Darinn zugleich beschrieben wird, Was die Cron Schweden selbige Zeit über mit andern Staaten von Europa zu thun gehabt, Nebst dem Osnabrügischen und Münsterischen Friedens-Schluße, Wie auch einem doppelten Register, Der Sachen und Nahmen tapferer Leute und Familien, so in dieser Historie vorkommen","","","","","","","1688","2019-07-23 10:02:15","2020-06-03 15:33:34","","","646; 758","","","","","Herrn Samuel von Pufendorf Sechs und Zwantzig Bücher","","","","","Gleditsch","Franckfurt am Mayn [Frankfurt am Main]","","","","","","Library Catalog - cbsopac.rz.uni-frankfurt.de","","00000","","C:\Users\mobarget\Zotero\storage\CRWMJZK2\PPNSET.html; ","http://cbsopac.rz.uni-frankfurt.de/DB=2.1/PPNSET?PPN=132763915","","Dreißigjähriger Krieg","Möller, Johann Joachim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C8VCW5SF","book","1975","Bennett, Gareth V.","The Tory crisis in church and state : 1688 - 1730 ; the career of Francis Atterbury, bishop of Rochester","","","","","","","1975","2019-07-23 10:02:15","2020-06-03 15:33:34","","","","","","","","Tory crisis","","","","","Clarendon Press","Oxford","","","","","","","","00122","","C:\Users\mobarget\Zotero\storage\CTBEFPJ9\WebOpac.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CNSG3GKV","bookSection","2013","Claydon, Tony","The Revolution in Foreign Policy, 1688-1713","The Final Crisis of the Stuart Monarchy. The Revolutions of 1688-91 in their British, Atlantic and European Contexts","","","","","","2013","2019-07-23 10:02:15","2020-06-03 15:33:34","","219-242","","","","","","Revolution in Foreign Policy","Studies in Early Modern Cultural, Political and Social History","","","","Boydell & Brewer","Woodbridge","","","","","","","","00000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7I4EF2U8","book","1999","Jackson, Janet Clare Louise","Royalist politics, religion and ideas in Restoration Scotland 1660-1689","","","","","","","1999","2019-07-23 10:02:15","2020-06-03 15:33:34","","","","","","","","Royalist politics","","","","","University of Cambridge","Cambridge","","","","Copac","","Copac","","","","","","History","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JF37NHDP","book","1903","Ward, Sir Adolphus William","The Electress Sophia and the Hanoverian succession","","","","","","","1903","2019-07-23 10:02:15","2020-06-03 15:33:34","","","","","","","","Electress Sophia","","","","","Goupil & Co.","London","English","","","Copac","","","","00001","","","","Sophia Electress of Hanover.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BDMRTL8M","book","1977","Earle, Peter","Monmouth's Rebels: the Road to Sedgemoor, 1685","","","","","","","1977","2019-07-23 10:02:15","2020-06-03 15:33:34","","","","","","","","Monmouth's Rebels","","","","","Weidenfeld & Nicolson","London","","","","","","","","00025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U2WL2MEZ","bookSection","1987","Cappon, Lester J.","Introduction: ""Prospect of an immortality in the memories of all the worthy""","The Adams-Jefferson Letters. The Complete Correspondence Between Thomas Jefferson and Abigail and John Adams","","","","","","1987","2019-07-23 10:02:15","2020-06-03 15:33:34","","xxxi-xlix","","","","","","Introduction","published for the Omohundro Institute of Early American History and Culture at Williamsburg, Virginia","","","","The University of North Carolina Press","Chapel Hill/London","","","","","","","","00000","","","","","","Cappon, Lester J.","","","","","","","","","","","","","","","","","","","reprint of the 1959 original edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95EHHJLT","book","2011","Rose, Jacqueline","Godly Kingship in Restoration England. The Politics of the Royal Supremacy, 1660 - 1688","","978-1-107-01142-7","","","www.cambridge.org/earlymodernbritishhistory","Jacqueline Rose sees both the English Reformation and the Restoration as contexts for supremacy. This is why she analyses the ideology of royal supremacy in a wider context and goes back to the establishment of the 'reformed' English monarchy in the years 1530 to 1547. Then she continues to analyse the clashes of crown and parliament in the 17th century as well as the crown's relation to early-modern lawyers. The book finally describes the connections of spiritual authority and royal jurisdiction. The role of Anglican bishops is discussed alongside dissenting and anti-clerical movements in England. ""Hunting Hobbists"" (p. 221) is an especially provocative chapter on the suppression of political oppositions. And the final comments on ""papist caesaropapism"" (p. 229-274) under James II can also contribute to fervent discussions.","2011","2019-07-23 10:02:15","2020-06-03 15:33:34","","","320","","","","","Godly Kingship","","","","","Cambridge University Press","Cambridge","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B2UTRBHS","book","1695","Leslie, Charles","Gallienus Redivivus or, Murther will out, etc. being a true account of the De-Witting of Glencoe, Gaffney, etc.","","","","","","","1695","2019-07-23 10:02:15","2020-06-03 15:33:34","","","28","","","","","","","","","","s.n.","s.l.","en","","","","","","","00000  Google-Books-ID: hdtlAAAAcAAJ","","","https://books.google.de/books?id=hdtlAAAAcAAJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TVAQDWFV","bookSection","2011","Claydon, Tony","The Sermon Culture of the Glorious Revolution. Williamite Preaching and Jacobite Anti-Preaching 1685 - 1702","The Oxford handbook of the early modern sermons","","","","","Detailed analysis of the rise of political sermons and pro-government preaching in the reigns of William, Mary II and Anne. Very perceptive insights into oppositional rejections of political preaching. Forms of anti-government 'anti-preaching' (e.g. ""layman's sermons"") among jacobites.","2011","2019-07-23 10:02:15","2020-06-03 15:33:34","","480-494","","","","","","Sermon Culture","","","","","Oxford University Press","Oxford/New York","English","","","","UB Konstanz eng 601 m 22 (Bereich J, Ebene 3 a)","KonSearch","","","","","","","","Adlington, Hugh; McCullough, Peter; Rhatigan, Emma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2RDMZZJY","book","1711","Anon.","Memoirs of the Lord Viscount Dundee, the Highlandclans, and the Massacre of Glenco: with an account of Dundee's officers, after they went to France. By an Officer of the Army","","","","","","","1711","2019-07-23 10:02:15","2020-06-03 15:33:34","","","84","","","","","Memoirs of the Lord Viscount Dundee, the Highlandclans, and the Massacre of Glenco","","","","","J. Brown","Edinburgh","en","","","","","","","00000","","","https://books.google.de/books?id=h-NhAAAAcAAJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43U33FLG","book","2000","Anon.","The war of parties and waste of the national resources, with a peep into the policy of European cabinets: or The history and mystery of increasing taxation, commercial difficulties, pauperism and crime, since the revolution of 1688, in a series of dialogues between John Bull and Brother Jonathan : In this work, to be continued in parts, will be developed a plan for easing the national burdens and improving the condition of the agricultural , commercial, and manufacturing classes.","","","","","","","2000","2019-07-23 10:02:15","2020-06-03 15:33:34","","","1 microfiche ; 11x15 cm.","","","","","War of parties","","","","","Chadwyck-Healey Ltd.","Cambridge","English","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PV23YD3G","book","1993","Harris, Tim","Politics under the later Stuarts: party conflict in a divided society, 1660-1715","","0-582-04081-7","","","","The author gives a well-written and unbiased introduction into party politics of the 17th and early 18th century and points out that the Whig versus Tory conflict cannot be equated to the country versus court conflict. (page 9) The author also tries to see the 1688 Revolution in the light of party politics, parliament and constitutional settlement and shows that the Glorious Revolution tackled questions which had already been resolved in the Pax Westfalica for continental Europe in the mid-17th century. (page 54) The book is especially useful as a basic introduction for graduate students.","1993","2019-07-23 10:02:15","2020-06-03 15:33:34","","","","","","","","Politics under the later Stuarts","","","","","Longman","London","","","","","","","","","","C:\Users\mobarget\Zotero\storage\HWUVQJD8\search.html","","England; Political parties -- History","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WJVEL3ZY","book","2008","Vallance, Edward","The Glorious Revolution: 1688, Britain's fight for liberty","","1-60598-034-X","","","","","2008","2019-07-23 10:02:15","2020-06-03 15:33:34","","","372 p., [8] p. of plates : ill. ; 24 cm.","","","","","Glorious Revolution","","","","","Pegasus Books","New York","English","","","Copac","","Copac","","","","","","Great Britain -- History -- Revolution of 1688.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QV3Y597Z","book","1984","Clifton, Robin","The last popular rebellion: the western rising of 1685","","","","","","This book is a very important attempt to see the Monmouth Rebellion not just as a foreshadow of 1688, but rather as a turning point in the entire history of early modern British rebellions. In contrast to earlier studies, it especially focuses on the towns people and peasants who joined the Duke's army. The men supporting Monmouth came from many different social and professional groups and represented a new idea of government: a legitimate leader has to be ""the best men in the country""! page 287: It lay behind a statement made in a Portsmouth tavern during the rebellion, that the Duke 'had a great force (with him) ... and he was a true Protestant. Here emphasis fell upon the religious qualification, but Monmouth won support too because of his broader attributes. An Oxford boatman in 1683 called him 'the best man in the kingdom' in the context of talk concerning the Duke's right to the throne. This speaker may have heard CONTRACTUAL THEORIES of government argued by ables theorists than himself, for a Fellow of Lincoln College, Oxford, was accused of helping incite a pro-Monmouth riot in that town during April 1683 (to which the boatman quoted above also contributed), by making a remarkable statement in an Oxford tavern. (...) Contract theory had been the very essence of Leveller propaganda in the 1640s, and had reappeared during the Exclusion debates.""","1984","2019-07-23 10:02:15","2020-06-03 15:33:34","","","","","","","","The last popular rebellion","","","","","Maurice Temple Smith,","London","","","","","","","","","","C:\Users\mobarget\Zotero\storage\LDP2T3T7\search.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ICDZGVFL","book","1688","Rango, Conrad Tiburtius","Svecia Orthodoxa: Das ist: Das Rechtgläubige Nordische Königreich Schweden, Wie dasselbe von Zeit der Reformation ... immerdar der Lehre der ... Augspurgischen Confeßion ... eifrig zugethan geblieben sey ...; mit vollkommenen Registern ... Läsierung","","","","","","","1688","2019-07-23 10:02:15","2020-06-03 15:33:34","","","355","","","","","Svecia Orthodoxa","","","","","Rheten","Alt-Stettin","","","","","","Library Catalog - swb.bsz-bw.de","","00000","","C:\Users\mobarget\Zotero\storage\TP9FPGPR\PPNSET.html; ","http://swb.bsz-bw.de/DB=2.1/PPNSET?PPN=058665811&INDEXSET=1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QKX59E5V","book","2003","Davidson, Neil, 1957- [Main author]","Discovering the Scottish Revolution, 1688-1746","","0745320538 (pbk.)","","","","","2003","2019-07-23 10:02:15","2020-06-03 15:33:34","","","xix, 378 p. ; 22 cm.","","","","","Discovering the Scottish Revolution","","","","","Pluto","London","English","","","Copac","","Copac","","","","","","Scotland -- History -- 1689-1745.; Scotland -- History -- Revolution of 1688.; Scotland -- Politics and government -- 1689-1745.; Scotland -- Social conditions -- 18th century.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4VLXBFNI","book","1990","Nenner, Howard.; Schochet, Gordon J.; Tatspaugh, Patricia Elizabeth; Brobeck, Carol.; Center for the History of British Political Thought (Folger Institute)","Restoration, ideology, and revolution : papers presented at the Folger Institute seminar ""Political Thought in the Later Stuart Age, 1649-1702""","","","","","","","1990","2019-07-23 10:02:15","2020-06-03 15:33:34","","","xix,474p ; 26cm.","","","","","Restoration","","","","","Folger Institute","Washington D.C.","English","","","Copac","","Copac","","","","","","Great Britain -- Politics and government -- 1649-1660 -- Congresses.; Great Britain -- Politics and government -- 1660-1714 -- Congresses.; Political science -- Great Britain -- History -- 17th century -- Congresses.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QERBFYDU","book","1688","Varillas, Antoine","T. 6. Histoire des Revolution arrivées dans l'europe en matière de religion Suivant la copie imprimée à Paris 1686","","","","","","","1688","2019-07-23 10:02:15","2020-06-03 15:33:34","","","","","","","","Histoire des Revolutions","","","","","Barbier","Paris","","","","","","Library Catalog - gso.gbv.de","","","","C:\Users\mobarget\Zotero\storage\2JYXMNG2\PPNSET.html; ","http://gso.gbv.de/DB=2.1/PPNSET?PPN=663636566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VY776EL7","book","1817","Russell, James; Kirkton, James","The secret and true history of the Church of Scotland, from the Restoration to the year 1678. By ... James Kirkton. To which is added, an account of the murder of Archbishop Sharp, by James Russell","","","","","","","1817","2019-07-23 10:02:15","2020-06-03 15:33:34","","","2o, 30 cm; [5], vi-xlix, [2], 2-484p., [1] leaf of plates.","","","","","Secret and true history","","","","","James Ballantyne and Co., for Longman, Hurst, Rees, Orme, and Brown, London; and John Ballatyne, Edinburgh","London/Edinburgh","English","","","","","Copac","","","","","","16th century; Church History; Covenanters; Dissenters; England; Great Britain; Murder; Reformation; Scotland; Sharp, James, Abp. of St Andrews.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E54PWX5W","book","1689","Leopold I, Holy Roman Emperor","Copia literarum Sacrae Caesareae Majestatis ad regem Jacobum II. d. 9. April. 1689 - Copia des Schreibens von Ihrer Käyserl. Majestät An den König Jacobum II. abgelassen / vom 9. April 1689. Aus dem Lateinischen übersetzet. Gedruckt in diesem Jahr","","","","","","","1689","2019-07-23 10:02:15","2020-06-03 15:33:34","","","","","","","","Copia literarum","","","","","*","[Vienna]","","","","","","","","","","C:\Users\mobarget\Zotero\storage\KK84NJ6A\start.html; C:\Users\mobarget\Zotero\storage\2EIHYF7R\start.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QSZK4NTM","book","2003","Sitwell, George Reresby, Sir, 4th bart., 1860-1943. [Main author]","The first Whig. An account of the parliamentary career of William Sacheverell the origin of the two great political parties and the events which led up to the revolution of 1688","","","","","","","2003","2019-07-23 10:02:15","2020-06-03 15:33:34","","","3 microfiches ; 11x15 cm.","","","","","The first Whig","","","","","Chadwyck-Healey Ltd.","Cambridge","English","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KJC27E8S","book","1732","Lady of Quality [pseud.]","The fate of Corsica: or, the female politician. A comedy. Written by a lady of quality.","","","","","","","1732","2019-07-23 10:05:04","2020-06-03 15:33:34","","","[4],76p ; (8vo).","","","","","","","","","","E. Rayner","London","English","","","Copac","","Copac","","","","","","Corsica; European Islands; Poetry; Politics; Satire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7UK6IGTJ","book","1701","A Lady [pseud.]","On the death of King James","","","","","","","1701","2019-07-23 10:05:04","2020-06-03 15:33:34","","","8p. ; 4⁰.","","","","","","","","","","s.n.","[London?","English","","","Copac","","Copac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HALLIXCB","book","1981","Würzbach, Natascha","Anfänge und gattungstypische Ausformung der englischen Straßenballade 1550 – 1650. Schaustellerische Literatur, Frühform eines journalistischen Mediums, populäre Erbauung, Belehrung und Unterhaltung","","","","","file:///C:/Users/Monika/AppData/Local/Temp/sv5iduk.tmp/sv5inch.tmp/Bibliographie%20Druckgraphik.htm","","1981","2019-07-23 10:05:04","2020-06-03 15:33:34","2013-10-25 10:33:21","","","","","","","","","","","","*","München","de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
